#,Auto ID,County,District,Central site,Referral sites,Site Code,Distance* (KM),Type,On Treatment,On Care,Load,Total Equipment
959,959,Nakuru,Naivasha,      Machakos Level 5 Hospital,Gilgil Sub-District Hospital,14510,0,MoH,,,0,0
960,960,Narok,Narok North,Narok District Hospital,,15311,0,,1049,2694,3743,0
961,961,Narok,Narok North,      Narok District Hospital,Enabelbel Health Centre,14453,32,,0,0,0,0
962,962,Narok,Narok North,      Narok District Hospital,Nairagie-Enkare Health Centre,15277,41,,0,0,0,0
963,963,Narok,Narok North,      Narok District Hospital,Narok District Hospital,15311,0,MoH,,,0,0
964,964,Narok,Narok North,      Narok District Hospital,Olokurto Health Centre,15420,60,MoH,103,65,168,0
965,965,Narok,Narok North,      Narok District Hospital,Sakutiek Health Centre,15516,60,MoH,49,230,279,0
966,966,Narok,Narok South,      Narok District Hospital,CMF Aitong Health Centre,14394,0,Other Faith Based,182,607,789,0
967,967,Narok,Narok South,      Narok District Hospital,Ewaso Ngiro Health Centre,14485,0,Other Faith Based,695,2119,2814,0
968,968,Narok,Narok South,      Narok District Hospital,Naikara Dispensary,15276,0,Other Faith Based,0,0,0,0
969,969,Narok,Narok South,      Narok District Hospital,Naroosura Health Centre,15312,0,MoH,0,184,184,0
970,970,Narok,Narok South,      Narok District Hospital,Ololulunga District Hospital,15423,26,,275,535,810,0
971,971,Narok,Narok South,      Narok District Hospital,Sogoo Health Centre,15605,56.7,MoH,76,403,479,0
972,972,Baringo,Koibatek,      Narok District Hospital,Eldama Ravine District Hosptal,14432,60,,826,2034,2860,0
973,973,,,      Machakos Level 5 Hospital,,0,0,,0,0,0,1
974,974,Nandi,Nandi Central,      Kapsabet District Hospital,Kapkangani Health Centre,14704,15.2,MoH,328,685,1013,0
975,975,Nandi,Nandi Central,Kapsabet District Hospital,,14749,0,,2448,5187,7635,2
976,976,Nandi,Nandi Central,      Kapsabet District Hospital,Kilibwoni Dispensary,14866,8.2,MoH,44,188,232,0
977,977,Nandi,Nandi Central,      Kapsabet District Hospital,Terige Dispensary (CDF),16417,0,Community Development Fund,0,0,0,0
978,978,Nandi,Nandi East,      Kapsabet District Hospital,Nandi Hills District Hospital,14179,18.8,MoH,1548,3234,4782,0
979,979,Nandi,Nandi East,      Kapsabet District Hospital,Sochoi Dispensary,15603,35,,0,0,0,0
980,980,Nandi,Nandi North,      Kapsabet District Hospital,Chepkoiyo Dispensary,14344,0,MoH,0,0,0,0
981,981,Nandi,Nandi North,      Kapsabet District Hospital,Chepterwai Sub-District Hospital,14369,63.4,MoH,69,153,222,0
982,982,Nandi,Nandi North,      Kapsabet District Hospital,Kapkagaron Dispensary,14703,0,Other Faith Based,0,0,0,0
983,983,Nandi,Nandi North,      Kapsabet District Hospital,Mosoriot Rural Health Training Centre,15229,31,,0,0,0,0
984,984,Nandi,Nandi South,      Kapsabet District Hospital,Kaptumo Sub District Hospital,14792,50,,284,548,832,0
985,985,Nandi,Nandi South,      Kapsabet District Hospital,Kemeloi Health Centre,14825,45,,116,196,312,0
986,986,Nandi,Tinderet,      Kapsabet District Hospital,Meteitei Sub District Hospital,15181,57.2,MoH,291,707,998,0
987,987,Nandi,Tinderet,      Kapsabet District Hospital,Sobar river Health Centre,15601,25,,0,0,0,0
988,988,Samburu,Samburu Central,Maralal Hospital,,15126,0,,417,435,852,0
989,989,Samburu,Samburu Central,      Maralal Hospital,Kisima Dispensary,14943,21.6,MoH,64,67,131,0
990,990,Samburu,Samburu Central,      Maralal Hospital,Suguta Marmar Health Centre,15682,46.1,MoH,79,97,176,0
991,991,Samburu,Samburu East,      Maralal Hospital,Wamba Mission Hospital,15769,0,Kenya Episcopal Conference-Catholic Secretariat,0,2,2,0
992,992,Samburu,Samburu North,      Maralal Hospital,Baragoi District Hospital,14228,102,MoH,136,617,753,0
993,993,Samburu,Samburu North,      Maralal Hospital,South Horr Dispensary,15621,0,MoH,0,0,0,0
994,994,Narok,Trans Mara East,Trans Mara (Kilgoris) District Hospital,,15739,0,,1218,2546,3764,0
995,995,Narok,Trans Mara East,      Trans Mara (Kilgoris) District Hospital,Enosaen Health Centre,14465,0,MoH,0,0,0,0
996,996,Narok,Trans Mara East,      Trans Mara (Kilgoris) District Hospital,Lolgorian Sub District Hospital,15068,45.5,MoH,294,1056,1350,0
997,997,Narok,Trans Mara East,      Trans Mara (Kilgoris) District Hospital,Kurangurik dispensary,15002,56.5,MoH,355,5050,5405,0
998,998,Trans Nzoia,Trans Nzoia West,Kitale District Hospital,,14947,71,,9829,14612,24441,2
999,999,Trans Nzoia,Trans Nzoia East,      Kitale District Hospital,Kapsara District Hospital,14753,81,,238,478,716,0
1000,1000,Trans Nzoia,Trans Nzoia East,      Kitale District Hospital,Sinoko Medical Clinic,15584,53,,0,0,0,0
1001,1001,Trans Nzoia,Trans Nzoia West,      Kitale District Hospital,Bikeke Health Centre,16361,0,MoH,0,0,0,0
1002,1002,Trans Nzoia,Trans Nzoia West,      Kitale District Hospital,Bondeni Dispensary (Trans Nzoia West),14264,0,MoH,0,3,3,0
1003,1003,Trans Nzoia,Trans Nzoia West,      Kitale District Hospital,GK Prison Dispensary (Kitale),14528,72,,25,50,75,0
1004,1004,Trans Nzoia,Trans Nzoia West,      Kitale District Hospital,Kiminini Cottage Hospital,14872,0,Other Faith Based,0,0,0,0
1005,1005,Trans Nzoia,Trans Nzoia West,      Kitale District Hospital,Kiminini Health Centre,16362,0,MoH,0,0,0,0
1006,1006,Trans Nzoia,Trans Nzoia West,      Kitale District Hospital,Matuanda Dispensary,16364,0,MoH,0,0,0,0
1007,1007,Trans Nzoia,Trans Nzoia West,      Kitale District Hospital,Saboti Sub-District Hospital,15508,91,,166,180,346,0
1008,1008,Bungoma,Bungoma South,Bungoma District Hospital,,15828,0,MoH,3063,5645,8708,1
1009,1009,Bungoma,Bungoma South,      Bungoma District Hospital,Bumula Health Centre,15825,14.6,MoH,257,602,859,0
1010,1010,Bungoma,Bungoma South,      Bungoma District Hospital,Kibabii Health Centre,15941,0,FBO,0,0,0,0
1011,1011,Bungoma,Bungoma South,      Bungoma District Hospital,Kibuke Dispensary,15944,0,MoH,0,0,0,0
1012,1012,Bungoma,Bungoma South,      Bungoma District Hospital,Kimaeti Dispensary,15947,19,MoH,101,223,324,0
1013,1013,Bungoma,Bungoma South,      Bungoma District Hospital,Mechimeru Dispensary,16014,16.9,MoH,4,13,17,0
1014,1014,Bungoma,Bungoma South,      Bungoma District Hospital,St Damiano Nursing Home,16138,20,FBO,0,0,0,0
1015,1015,Bungoma,Bungoma West,      Bungoma District Hospital,Chwele District Hospital,15860,23.8,MoH,515,1095,1610,0
1016,1016,Bungoma,Bungoma West,      Bungoma District Hospital,Chwele Friends Dispensary,15861,0,FBO,315,484,799,0
1017,1017,Bungoma,Bungoma West,      Bungoma District Hospital,Kabuchai Health Centre,15911,12,MoH,144,354,498,0
1018,1018,Bungoma,Bungoma West,      Bungoma District Hospital,Malakisi Health Centre,15994,28,MoH,319,833,1152,0
1019,1019,Bungoma,Bungoma West,      Bungoma District Hospital,Sirisia Hospital,16130,31,MoH,203,487,690,0
1020,1020,Kakamega,Mumias,      Bungoma District Hospital,Mumias Sub-District Hospital (Matungu),16037,30,MoH,941,1672,2613,1
1021,1021,Kakamega,Mumias,      Bungoma District Hospital,Bukaya Health Centre,15817,14,MoH,370,1060,1430,0
1022,1022,Kakamega,Mumias,      Bungoma District Hospital,Mumias Dispensary,16035,30,MoH,8,439,447,0
1023,1023,Kakamega,Mumias,      Bungoma District Hospital,Mung'ung'u Dispensary,16042,0,MoH,0,0,0,0
1024,1024,Kakamega,Mumias,      Bungoma District Hospital,Khalaba Health Centre,15931,34,MoH,0,0,0,0
1025,1025,Bungoma,Bungoma East,      Bungoma District Hospital,Webuye District Hospital,16160,89,MoH,5376,7832,13208,1
1026,1026,Bungoma,Bungoma East,      Bungoma District Hospital,Bokoli Hospital,15808,91,MoH,173,211,384,0
1027,1027,Bungoma,Bungoma East,      Bungoma District Hospital,Kayaya Dispensary,16710,0,MoH,0,0,0,0
1028,1028,Bungoma,Bungoma East,      Bungoma District Hospital,Khalumuli Dispensary,15932,0,MoH,0,0,0,0
1029,1029,Bungoma,Bungoma East,      Bungoma District Hospital,Lugulu Hospital,15965,31.3,MoH,2020,2985,5005,0
1030,1030,Bungoma,Bungoma East,      Bungoma District Hospital,Lukusi Dispensary,16711,0,OPI,0,0,0,0
1031,1031,Bungoma,Bungoma East,      Bungoma District Hospital,Mahanga Dispensary,15987,0,OPI,0,0,0,0
1032,1032,Bungoma,Bungoma East,      Bungoma District Hospital,Matulo Dispensary,16389,0,OPI,0,0,0,0
1033,1033,Bungoma,Bungoma East,      Bungoma District Hospital,Mihuu Dispensary,16016,99,MoH,40,43,83,0
1034,1034,Bungoma,Bungoma East,      Bungoma District Hospital,Milo Health Centre,16018,82,MoH,114,152,266,0
1035,1035,Bungoma,Bungoma East,      Bungoma District Hospital,Ngwelo Dispensary,16712,0,OPI,0,0,0,0
1036,1036,Bungoma,Bungoma North,Kimilili District hospital,,15950,0,MoH,1350,3271,4621,2
1037,1037,Bungoma,Bungoma North,      Kimilili District hospital,Karima Dispensary,15927,21,MoH,0,0,0,0
1038,1038,Bungoma,Bungoma North,      Kimilili District hospital,Makhonge Dispensary,15990,20,MoH,6,233,239,0
1039,1039,Bungoma,Bungoma North,      Kimilili District hospital,Makutano Dispensary,15992,48,MoH,130,159,289,0
1040,1040,Bungoma,Bungoma North,      Kimilili District hospital,Naitiri Health Centre,16061,26.8,MoH,1794,2518,4312,0
1041,1041,Bungoma,Bungoma North,      Kimilili District hospital,Ndalu Health Centre,16079,44,MoH,147,434,581,0
1042,1042,Bungoma,MtElgon,      Kimilili District hospital,Chepkube Dispensary,15854,100,MoH,0,0,0,0
1043,1043,Bungoma,MtElgon,      Kimilili District hospital,Cheptais Health Centre,15855,39.3,MoH,269,307,576,0
1044,1044,Bungoma,MtElgon,      Kimilili District hospital,Chesikaki Dispensary,15856,30.5,MoH,36,36,72,0
1045,1045,Bungoma,MtElgon,      Kimilili District hospital,Kaborom Dispensary,15910,0,MoH,0,0,0,0
1046,1046,Bungoma,MtElgon,      Kimilili District hospital,Kaptama (Friends) Dispensary,15925,0,FBO,75,71,146,0
1047,1047,Bungoma,MtElgon,      Kimilili District hospital,Kubura Dispensary,16488,0,MoH,0,0,0,0
1048,1048,Bungoma,MtElgon,      Kimilili District hospital,Mt Elgon District Hospital,16025,51.4,MoH,942,1428,2370,0
1049,1049,Bungoma,MtElgon,      Kimilili District hospital,Ruanda Dispensary,16487,0,MoH,0,0,0,0
1050,1050,Busia,Busia,Busia District Hospital- AMPATH,,15834,0,MoH,8111,12271,20382,0
1051,1051,Busia,Busia,      Machakos Level 5 Hospital,,0,0,MoH,,,0,0
1052,1052,Busia,Bunyala,      Busia District Hospital- AMPATH,Mukhobola Health Centre,16029,81,MoH,1276,1645,2921,0
1053,1053,Busia,Bunyala,      Busia District Hospital- AMPATH,Port Victoria Hospital,16091,59.5,MoH,3875,5981,9856,0
1054,1054,Busia,Busia,      Busia District Hospital- AMPATH,Bumala A Health Centre,15823,51,MoH,1202,1579,2781,0
1055,1055,Busia,Busia,      Busia District Hospital- AMPATH,Bumala B Health Centre,15824,51,MoH,543,664,1207,0
1056,1056,Busia,Busia,      Busia District Hospital- AMPATH,Busia Prison,15891,1,MoH,35,79,114,0
1057,1057,Busia,Busia,      Busia District Hospital- AMPATH,Butual Health Centre,15838,0,MoH,0,0,0,0
1058,1058,Busia,Busia,      Busia District Hospital- AMPATH,Khunyangu,15939,29.4,MoH,3317,4539,7856,0
1059,1059,Busia,Busia,      Busia District Hospital- AMPATH,Malanga Dispensary,15995,43,MoH,4,9,13,0
1060,1060,Busia,Busia,      Busia District Hospital- AMPATH,Matayos Helath Centre,16004,14.9,MoH,593,1597,2190,1
1061,1061,Busia,Busia,      Busia District Hospital- AMPATH,Nambale Health Centre,16066,19,MoH,1323,1656,2979,0
1062,1062,Kakamega,Butere,Butere District Hospital,,15836,0,MoH,1383,0,1383,3
1063,1063,Kakamega,Butere,      Butere District Hospital,Apostles Clinic,15803,0,FBO,0,0,0,0
1064,1064,Kakamega,Butere,      Butere District Hospital,Elwangale Dispensary,16714,0,MoH,0,0,0,0
1065,1065,Kakamega,Butere,      Butere District Hospital,Shinutsa Dispensary,16115,24,MoH,0,0,0,0
1066,1066,Kakamega,Butere,      Butere District Hospital,Manyala Sub District Hospital,15999,8,MoH,659,1087,1746,0
1067,1067,Kakamega,Butere,      Butere District Hospital,Masaba Mission Hospital,13779,0,MoH,0,0,0,0
1068,1068,Kakamega,Butere,      Butere District Hospital,Muhaka Dispensary,11676,27,MoH,,,0,0
1069,1069,Kakamega,Butere,      Butere District Hospital,Mundoli Health Centre,16040,0,MoH,0,0,0,0
1070,1070,Kakamega,Butere,      Butere District Hospital,Mutsesta Dispensary,16055,0,MoH,0,0,0,0
1071,1071,Kakamega,Butere,      Butere District Hospital,Mwihila Mission Hospital,16058,0,FBO,0,0,0,0
1072,1072,Kakamega,Butere,      Butere District Hospital,Shikunga Health Centre,16111,24.1,MoH,47,150,197,0
1073,1073,Kakamega,Butere,      Butere District Hospital,Shimkoko Dispensary,16114,0,MoH,0,0,0,0
1074,1074,Kakamega,Butere,      Butere District Hospital,Shiraha Health Centre,16116,13,MoH,0,0,0,0
1075,1075,Kakamega,Butere,      Butere District Hospital,Shisaba Dispensary,16118,0,MoH,0,0,0,0
1076,1076,Kakamega,Butere,      Butere District Hospital,Shitsitswi Health Centre,16121,0,MoH,0,0,0,0
1077,1077,Kakamega,Mumias,      Butere District Hospital,Lusheya Health Centre,15977,17.3,MoH,72,272,344,0
1078,1078,Kakamega,Mumias,      Butere District Hospital,Khaunga Dispensary,15936,28.8,MoH,55,217,272,0
1079,1079,Kakamega,Mumias,      Butere District Hospital,Bungasi Health Centre,15827,16,MoH,384,1060,1444,0
1080,1080,Kakamega,Kakamega Central (Lurambi),Kakamega Provincial General Hospital,,15915,0,MoH,4115,9576,13691,1
1081,1081,Kakamega,Kakamega Central (Lurambi),      Kakamega Provincial General Hospital,Bukura Health centre,15820,21,MoH,507,897,1404,0
1082,1082,Kakamega,Kakamega Central (Lurambi),      Kakamega Provincial General Hospital,Bushiri Health Centre,15833,15,MoH,272,637,909,0
1083,1083,Kakamega,Kakamega Central (Lurambi),      Kakamega Provincial General Hospital,GK Prisons Dispensary (Kakemega Central),15892,2,MoH,10,41,51,0
1084,1084,Kakamega,Kakamega Central (Lurambi),      Kakamega Provincial General Hospital,Lutaso Dispensary,15978,0,MoH,0,0,0,0
1085,1085,Kakamega,Kakamega Central (Lurambi),      Kakamega Provincial General Hospital,Nabongo Dispensary,16059,0,MoH,0,0,0,0
1086,1086,Kakamega,Kakamega Central (Lurambi),      Kakamega Provincial General Hospital,Navakholo Sub District hospital,16078,22,MoH,413,1088,1501,0
1087,1087,Kakamega,Kakamega East (Shinyalu),      Kakamega Provincial General Hospital,Ileho Health Cente,15900,40.3,MoH,144,305,449,0
1088,1088,Kakamega,Kakamega East (Shinyalu),      Kakamega Provincial General Hospital,Kakamega Forest Dispensary,15914,21.8,MoH,167,237,404,0
1089,1089,Kakamega,Kakamega East (Shinyalu),      Kakamega Provincial General Hospital,Kambiri Health Centre,15916,24,MoH,0,0,0,0
1090,1090,Kakamega,Kakamega East (Shinyalu),      Kakamega Provincial General Hospital,Shamakhubu Health Centre,16104,6,MoH,161,372,533,0
1091,1091,Kakamega,Kakamega East (Shinyalu),      Kakamega Provincial General Hospital,Shikusa Health Centre,16112,12.7,MoH,297,671,968,0
1092,1092,Kakamega,Kakamega East (Shinyalu),      Kakamega Provincial General Hospital,Shikusi Dispensary,16113,0,MoH,0,0,0,0
1093,1093,Kakamega,Kakamega North (Malava),      Kakamega Provincial General Hospital,Kuvasali Dispensary,15959,33.3,MoH,75,141,216,0
1094,1094,Kakamega,Kakamega North (Malava),      Kakamega Provincial General Hospital,Malava Sub District Hospital,15996,26,MoH,845,2406,3251,1
1095,1095,Kakamega,Kakamega North (Malava),      Kakamega Provincial General Hospital,Muting'ongo Dispensary,16054,0,MoH,0,0,0,0
1096,1096,Kakamega,Kakamega North (Malava),      Kakamega Provincial General Hospital,Namaraga Dispensary,0,0,MoH,0,0,0,0
1097,1097,Kakamega,Kakamega North (Malava),      Kakamega Provincial General Hospital,Shamberere Dispensary,16105,0,MoH,0,0,0,0
1098,1098,Kakamega,Kakamega North (Malava),      Kakamega Provincial General Hospital,Shihome dispensary,1847,19,MoH,1,30,31,0
1099,1099,Kakamega,Kakamega North (Malava),      Kakamega Provincial General Hospital,Shivanga Dispensary,16122,0,MoH,0,0,0,0
1100,1100,Kakamega,Mumias,      Kakamega Provincial General Hospital,Makunga RHDC,15991,18.7,MoH,568,1474,2042,0
1101,1101,Kakamega,Kakamega South (Ikolomani),      Kakamega Provincial General Hospital,Iguhu Distirct Hospital,15899,15,MoH,772,1756,2528,0
1102,1102,Kakamega,Kakamega South (Ikolomani),      Kakamega Provincial General Hospital,Kilingili Health Centre,15945,29,MoH,446,785,1231,0
1103,1103,Kakamega,Kakamega South (Ikolomani),      Kakamega Provincial General Hospital,Savane Dispensary,16101,14.4,MoH,10,200,210,0
1104,1104,Kakamega,Kakamega South (Ikolomani),      Kakamega Provincial General Hospital,Shiseso Health Centre,16119,11.2,MoH,178,544,722,0
1105,1105,Kakamega,Kakamega South (Ikolomani),      Kakamega Provincial General Hospital,Shibwe Health Centre,16107,16,MoH,273,834,1107,0
1106,1106,Kakamega,Kakamega East (Shinyalu),St Elizabeth Mukumu,,16030,0,FBO,2961,4517,7478,0
1107,1107,Kakamega,Kakamega East (Shinyalu),      St Elizabeth Mukumu,Jesus the Healer Clinic,15908,0,FBO,0,0,0,0
1108,1108,Kakamega,Kakamega East (Shinyalu),      St Elizabeth Mukumu,Mahatma Gandi Health Centre,16144,0,FBO,0,0,0,0
1109,1109,Kakamega,Kakamega East (Shinyalu),      St Elizabeth Mukumu,St. Phillips Mukomari,16050,0,FBO,0,0,0,0
1110,1110,Kakamega,Kakamega South (Ikolomani),      St Elizabeth Mukumu,Eregi Mission Health Centre,15881,21,FBO,0,0,0,0
1111,1111,Kakamega,Kakamega South (Ikolomani),      St Elizabeth Mukumu,St Elizabeth(Forest Dispens),0,0,FBO,0,0,0,0
1112,1112,Kakamega,Kakamega South (Ikolomani),      St Elizabeth Mukumu,St Elizabeth(Musoli dispens),16053,0,FBO,0,0,0,0
1113,1113,Kakamega,Lugari,Lugari/ Lumakanda District Hospital,,15969,0,MoH,384,1084,1468,0
1114,1114,Kakamega,Lugari,      Lugari/ Lumakanda District Hospital,Kongoni Health Centre,15955,12,MoH,220,494,714,0
1115,1115,Kakamega,Lugari,      Lugari/ Lumakanda District Hospital,Likuyani Sub District Hospital,15961,12,MoH,367,885,1252,0
1116,1116,Kakamega,Lugari,      Lugari/ Lumakanda District Hospital,Lwandeti Dispensary,15981,0,MoH,0,0,0,0
1117,1117,Kakamega,Lugari,      Lugari/ Lumakanda District Hospital,Mabusi Health Centre,15983,5,MoH,418,873,1291,0
1118,1118,Kakamega,Lugari,      Lugari/ Lumakanda District Hospital,Marakusi Dispensary,16001,0,MoH,0,0,0,0
1119,1119,Kakamega,Lugari,      Lugari/ Lumakanda District Hospital,Matete Health Centre,16005,27,MoH,398,991,1389,0
1120,1120,Kakamega,Lugari,      Lugari/ Lumakanda District Hospital,Mautuma Sub-District Hospital,16010,56,MoH,261,245,506,0
1121,1121,Kakamega,Mumias,St Mary's Mission Hospital,,16141,0,FBO,,,0,0
1122,1122,Kakamega,Mumias,      St Mary's Mission Hospital,Ahmadiya Hospital,15791,0,FBO,0,0,0,0
1123,1123,Kakamega,Mumias,      St Mary's Mission Hospital,Bukaya Health Centre,15817,14,MoH,,,0,0
1124,1124,Kakamega,Mumias,      St Mary's Mission Hospital,Bungasi Health Centre,15827,16,MoH,,,0,0
1125,1125,Kakamega,Mumias,      St Mary's Mission Hospital,Jamia Medical Centre,15906,0,FBO,0,0,0,0
1126,1126,Kakamega,Mumias,      St Mary's Mission Hospital,Khaunga Dispensary,15936,20.7,MoH,,,0,0
1127,1127,Kakamega,Mumias,      St Mary's Mission Hospital,Lusheya Health Centre,15977,29,MoH,,,0,0
1128,1128,Kakamega,Mumias,      St Mary's Mission Hospital,Makunga RHDC,15991,15.7,MoH,,,0,0
1129,1129,Kakamega,Mumias,      St Mary's Mission Hospital,Mumias Dispensary,16035,2,MoH,,,0,0
1130,1130,Kakamega,Mumias,      St Mary's Mission Hospital,Mung'ung'u Dispensary,16042,12.5,MoH,,,0,0
1131,1131,Kakamega,Mumias,      St Mary's Mission Hospital,Musanda (ACK) Clinic,16049,0,FBO,0,0,0,0
1132,1132,Kakamega,Mumias,      St Mary's Mission Hospital,Shianda Baptist Clinic,16106,0,FBO,0,0,0,0
1133,1133,Kakamega,Mumias,      St Mary's Mission Hospital,Mumias Sub-District Hospital (Matungu),16037,5,MoH,,,0,0
1134,1134,Kakamega,Mumias,      St Mary's Mission Hospital,Khalaba Health Centre,15931,34,MoH,,,0,0
1135,1135,Kakamega,Mumias,Namasoli ACK Mission,,16065,0,FBO,553,1093,1646,0
1136,1136,Busia,Teso South,Alupe Sub District Hospital,,15795,0,MoH,1037,1913,2950,0
1137,1137,Busia,Teso South,      Alupe Sub District Hospital,Aboloi Dispensary,15789,53,MoH,0,0,0,0
1138,1138,Busia,Teso South,      Alupe Sub District Hospital,Akichelesit Dispensary,15792,0,MoH,0,0,0,0
1139,1139,Busia,Teso South,      Alupe Sub District Hospital,Amagoro Nursing Home,15796,0,MoH,0,0,0,0
1140,1140,Busia,Teso South,      Alupe Sub District Hospital,Amase Dispensary,15797,7.7,MoH,19,17,36,0
1141,1141,Busia,Teso South,      Alupe Sub District Hospital,Amukura Health Centre,15798,56,MoH,1626,2482,4108,0
1142,1142,Busia,Teso South,      Alupe Sub District Hospital,Amukura Mission Health Centre,15799,0,MoH,0,0,0,0
1143,1143,Busia,Teso South,      Alupe Sub District Hospital,Angurai Health Centre,15800,67,MoH,416,407,823,0
1144,1144,Busia,Teso South,      Alupe Sub District Hospital,Apokor Dispensary,15802,0,MoH,0,0,0,0
1145,1145,Busia,Teso South,      Alupe Sub District Hospital,Changara (GOK) Dispensary,16421,30,MoH,69,87,156,0
1146,1146,Busia,Teso South,      Alupe Sub District Hospital,Changara Calvary Dispensary,15846,0,MoH,0,0,0,0
1147,1147,Busia,Teso South,      Alupe Sub District Hospital,Chemasiri (ACK) Dispensary,15853,0,MoH,0,0,0,0
1148,1148,Busia,Teso South,      Alupe Sub District Hospital,Kolanya Salvation Army Dispensary,15953,80,MoH,0,0,0,0
1149,1149,Busia,Teso South,      Alupe Sub District Hospital,Lukolis Dispensary,15968,16,MoH,0,0,0,0
1150,1150,Busia,Teso South,      Alupe Sub District Hospital,Malaba Dispensary,15993,24,MoH,229,190,419,0
1151,1151,Busia,Teso South,      Alupe Sub District Hospital,Moding Health Centre,16021,48,MoH,0,0,0,0
1152,1152,Busia,Teso South,      Alupe Sub District Hospital,Moru Karisa Dispensary,16024,7,MoH,0,0,0,0
1153,1153,Busia,Teso South,      Alupe Sub District Hospital,Obekai Dispensary,16087,31,MoH,0,0,0,0
1154,1154,Busia,Teso South,      Alupe Sub District Hospital,Ochude Dispensary,16420,0,MoH,0,0,0,0
1155,1155,Busia,Teso South,      Alupe Sub District Hospital,St Mary Health Unit,16140,0,MoH,0,0,0,0
1156,1156,Vihiga,Vihiga,Vihiga District Hopital,,16157,0,MoH,2897,5494,8391,0
1157,1157,Vihiga,Vihiga,      Vihiga District Hopital,Bugamangi Dispensary,15814,0,MoH,0,0,0,0
1158,1158,Vihiga,Vihiga,      Vihiga District Hopital,Bugina Health Centre,15815,10,MoH,18,41,59,0
1159,1159,Vihiga,Vihiga,      Vihiga District Hopital,Enzaro Health Centre,15879,0,MoH,0,0,0,0
1160,1160,Vihiga,Vihiga,      Vihiga District Hopital,Givudimbuli Health Centre,15889,30,MoH,5,28,33,0
1161,1161,Vihiga,Vihiga,      Vihiga District Hopital,Iduku Dispensary,15896,0,MoH,0,0,0,0
1162,1162,Vihiga,Vihiga,      Vihiga District Hopital,Igago Dispensary,16449,0,MoH,0,0,0,0
1163,1163,Vihiga,Vihiga,      Vihiga District Hopital,Inyali Dispensary,15903,0,MoH,0,0,0,0
1164,1164,Vihiga,Vihiga,      Vihiga District Hopital,Kegondi Health Centre,15928,0,MoH,0,0,0,0
1165,1165,Vihiga,Vihiga,      Vihiga District Hopital,Lyanaginga Health Centre,15982,23,MoH,105,163,268,0
1166,1166,Vihiga,Vihiga,      Vihiga District Hopital,Mbale Rural Health Training Centre,16012,2,MoH,251,595,846,0
1167,1167,Vihiga,Vihiga,      Vihiga District Hopital,Mulele Dispensary,16032,0,MoH,0,0,0,0
1168,1168,Vihiga,Vihiga,      Vihiga District Hopital,Munoywa Dispensary,16044,33.6,MoH,1,0,1,0
1169,1169,Vihiga,Vihiga,      Vihiga District Hopital,Nadanya Dispensary,16060,0,MoH,0,0,0,0
1170,1170,Vihiga,Vihiga,      Vihiga District Hopital,Sabatia Health Centre,16098,38,MoH,825,0,825,0
1171,1171,Vihiga,Vihiga,      Vihiga District Hopital,Vihiga Health Centre,16158,2,MoH,374,660,1034,0
1172,1172,Vihiga,Emuhaya,      Vihiga District Hopital,Coptic Nursing and Maternity Home,15862,0,FBO,0,0,0,0
1173,1173,Vihiga,Emuhaya,      Vihiga District Hopital,Ekwanda Health Centre,15870,16.7,MoH,170,294,464,0
1174,1174,Vihiga,Emuhaya,      Vihiga District Hopital,Emuhaya Health Cemtre,15876,16,MoH,404,985,1389,0
1175,1175,Vihiga,Emuhaya,      Vihiga District Hopital,Esiarambatsi Health Centre,15885,9,MoH,104,140,244,0
1176,1176,Vihiga,Emuhaya,      Vihiga District Hopital,Ipali Health Centre,15904,24,MoH,281,907,1188,0
1177,1177,Vihiga,Hamisi,      Vihiga District Hopital,Banja Health Centre,15805,22.4,MoH,163,508,671,0
1178,1178,Vihiga,Hamisi,      Vihiga District Hopital,Boyani Dispensary,15809,0,FBO,0,0,0,0
1179,1179,Vihiga,Hamisi,      Vihiga District Hopital,Buyangu Health Centre,15839,0,FBO,0,0,0,0
1180,1180,Vihiga,Hamisi,      Vihiga District Hopital,Hamisi Hospital,15894,25,MoH,550,967,1517,0
1181,1181,Vihiga,Hamisi,      Vihiga District Hopital,Kaimosi Hospital,15913,20.7,MoH,530,1221,1751,0
1182,1182,Vihiga,Hamisi,      Vihiga District Hopital,Nyagori Health Centre,16082,0,MoH,0,0,0,0
1183,1183,Vihiga,Hamisi,      Vihiga District Hopital,Sabatia Health Centre,16098,11,MoH,,,0,0
1184,1184,Vihiga,Hamisi,      Vihiga District Hopital,Serem Health Centre,16103,22,MoH,261,607,868,0
1185,1185,Vihiga,Hamisi,      Vihiga District Hopital,Tigoi Health Centre,16151,9,MoH,344,682,1026,0
1186,1186,Busia,Samia,Sio Port District Hospital,,16128,0,MoH,849,1075,1924,0
1187,1187,Busia,Samia,      Sio Port District Hospital,BUSIBWABO DISPENSARY,15835,40,MoH,0,0,0,0
1188,1188,Busia,Samia,      Sio Port District Hospital,Nangina Dispensary,16072,16.4,MoH,7,0,7,0
1189,1189,Busia,Samia,      Sio Port District Hospital,Nangina Hospital,16073,0,MoH,0,0,0,1
1190,1190,Kilifi,Malindi,Malindi District Hospital,,11555,,MoH,2635,8131,10766,4
1191,1191,Homa Bay,Rachuonyo South,      Rachuonyo District Hospital,Miriu Health Center,13812,25,MoH,737,2286,3023,0
1192,1192,Homa Bay,Rachuonyo South,      Rachuonyo District Hospital,Ober Health Centre,13953,14,MoH,492,142,634,0
